case_key,snapshot_code,wind_code,equivalent_panel_id,panel_ix,panel_iy,panel_center_x_m,panel_center_y_m,panel_center_radius_m,panel_grid_point_count,equivalent_cell_size_m,panel_visible_fraction,panel_q_abs_mean_W_m2,panel_q_abs_max_W_m2,panel_temperature_grid_mean_C,panel_temperature_grid_min_C,panel_temperature_grid_max_C,panel_temperature_five_point_mean_C,panel_delta_rms_C,panel_delta_peak_to_peak_C,panel_delta_max_abs_from_mean_C,panel_temperature_gradient_C_per_m,T_center_C,T_upper_right_C,T_upper_left_C,T_lower_right_C,T_lower_left_C,ku_central_min_mm_per_C,u_rms_central_min_mm,u_peak_to_peak_central_min_mm,u_max_abs_from_mean_central_min_mm,ku_central_max_mm_per_C,u_rms_central_max_mm,u_peak_to_peak_central_max_mm,u_max_abs_from_mean_central_max_mm,ku_upper_mm_per_C,u_rms_upper_mm,u_peak_to_peak_upper_mm,u_max_abs_from_mean_upper_mm,u_rms_central_mid_mm,u_peak_to_peak_central_mid_mm,u_max_abs_from_mean_central_mid_mm
winter_solstice,evening,v02,P_0000_0029,0,29,-26.6085,-3.901499999999999,26.89300977019865,12,0.783,0.0,0.0,0.0,-6.315135647651,-6.318621952958779,-6.312674819467816,-6.314371392940837,0.0006702115529568,0.0018425152862846,0.0011179117884356,0.0023531485137735,-6.314522759725776,-6.31403467335997,-6.313253481152401,-6.315095996438686,-6.314950054027349,0.08,5.3616924236544004e-05,0.00014740122290276801,8.943294307484801e-05,0.096,6.43403090838528e-05,0.0001768814674833216,0.00010731953168981761,0.16,0.00010723384847308801,0.00029480244580553603,0.00017886588614969602,5.89786166601984e-05,0.0001621413451930448,9.837623738233282e-05
winter_solstice,evening,v02,P_0000_0030,0,30,-26.6085,-3.1184999999999974,26.79061989764328,14,0.783,0.0,0.0,0.0,-6.311947066515318,-6.314541018726516,-6.309267499888222,-6.311348460351155,0.0016864684619862,0.0041223209820486,0.0020809604629334,0.0052647777548514,-6.311179343349977,-6.309768635311173,-6.309267499888222,-6.313137002336134,-6.31338982087027,0.08,0.00013491747695889599,0.000329785678563888,0.00016647683703467203,0.096,0.0001619009723506752,0.0003957428142766656,0.0001997722044416064,0.16,0.00026983495391779197,0.000659571357127776,0.00033295367406934405,0.0001484092246547856,0.0003627642464202768,0.00018312452073813922
winter_solstice,evening,v02,P_0000_0031,0,31,-26.6085,-2.3355,26.710799922503256,20,0.783,0.0,0.0,0.0,-6.307762612067327,-6.312685425288748,-6.303768516826267,-6.306712791484278,0.0020930839876668,0.0049338842937345,0.0029442746580112,0.0063012570801207,-6.308244393846167,-6.303768516826267,-6.304585101649025,-6.3087024011200015,-6.308263543979933,0.08,0.00016744671901334398,0.00039471074349876,0.000235541972640896,0.096,0.00020093606281601278,0.000473652892198512,0.0002826503671690752,0.16,0.00033489343802668795,0.00078942148699752,0.000471083945281792,0.0001841913909146784,0.000434181817848636,0.0002590961699049856
winter_solstice,evening,v02,P_0000_0032,0,32,-26.6085,-1.5524999999999984,26.653752615719984,16,0.783,0.0,0.0,0.0,-6.302202028491564,-6.307333818879158,-6.299196135047509,-6.301857327699122,0.0011817264920731,0.0034812335296123,0.0020757474237145,0.0044460198334768,-6.301496656001746,-6.302237196575447,-6.299781580275408,-6.302508391837989,-6.30326281380502,0.08,9.453811936584801e-05,0.00027849868236898403,0.00016605979389715998,0.096,0.00011344574323901761,0.0003341984188427808,0.000199271752676592,0.16,0.00018907623873169602,0.0005569973647379681,0.00033211958779431997,0.00010399193130243281,0.0003063485506058824,0.00018266577328687598
winter_solstice,evening,v02,P_0000_0033,0,33,-26.6085,-0.7695000000000007,26.619624386906736,16,0.783,0.0,0.0,0.0,-6.29655835894669,-6.30080751698074,-6.292090287225449,-6.296778623092985,0.0027688694717979,0.0074250621760256,0.0040288938877548,0.0094828380281298,-6.293382454804714,-6.2971434892139655,-6.294050867402291,-6.30080751698074,-6.298508787063213,0.08,0.000221509557743832,0.000594004974082048,0.000322311511020384,0.096,0.0002658114692925984,0.0007128059688984576,0.0003867738132244608,0.16,0.000443019115487664,0.001188009948164096,0.000644623022040768,0.00024366051351821518,0.0006534054714902528,0.0003545426621224224
winter_solstice,evening,v02,P_0000_0034,0,34,-26.6085,0.0135000000000005,26.60850342465731,21,0.783,0.0,0.0,0.0,-6.288205112386756,-6.300354917992934,-6.280645196631951,-6.288273257013702,0.0039029348174276,0.0108867929803864,0.0061778866654433,0.0139039501665216,-6.286781932658414,-6.282095370348259,-6.287606473375092,-6.291900345358101,-6.292982163328645,0.08,0.000312234785394208,0.000870943438430912,0.000494230933235464,0.096,0.0003746817424730496,0.0010451321261170945,0.0005930771198825568,0.16,0.000624469570788416,0.001741886876861824,0.000988461866470928,0.0003434582639336288,0.0009580377822740033,0.0005436540265590104
winter_solstice,evening,v02,P_0000_0035,0,35,-26.6085,0.7965000000000018,26.62041856357634,16,0.783,0.0,0.0,0.0,-6.278698280477695,-6.286559752877338,-6.269874730767299,-6.279460898953448,0.0056624324101863,0.0166850221100389,0.0095861681861491,0.0213090959259757,-6.280188342651968,-6.269874730767299,-6.283164803953525,-6.277516864517111,-6.286559752877338,0.08,0.000452994592814904,0.001334801768803112,0.0007668934548919281,0.096,0.0005435935113778848,0.0016017621225637344,0.0009202721458703136,0.16,0.000905989185629808,0.002669603537606224,0.0015337869097838562,0.0004982940520963944,0.0014682819456834232,0.0008435828003811208
winter_solstice,evening,v02,P_0000_0036,0,36,-26.6085,1.5794999999999997,26.65533891174524,16,0.783,0.0,0.0,0.0,-6.271536594537757,-6.281771184629122,-6.26133210540138,-6.272629919494477,0.0074030173953509,0.0204390792277413,0.0112978140930968,0.0261035494607169,-6.272334280227483,-6.26133210540138,-6.279320717858695,-6.268391309355707,-6.281771184629122,0.08,0.0005922413916280721,0.0016351263382193041,0.0009038251274477439,0.096,0.0007106896699536864,0.001962151605863165,0.0010845901529372927,0.16,0.0011844827832561441,0.0032702526764386082,0.0018076502548954878,0.0006514655307908793,0.0017986389720412344,0.0009942076401925183
winter_solstice,evening,v02,P_0000_0037,0,37,-26.6085,2.3625000000000007,26.71317424979667,20,0.783,0.0,0.0,0.0,-6.264533017234632,-6.278882370701922,-6.248099766724067,-6.265860211780785,0.0118655076206319,0.0307826039778547,0.0177604450567177,0.0393136704698016,-6.266958358630632,-6.248099766724067,-6.277954279924302,-6.257406282923,-6.278882370701922,0.08,0.000949240609650552,0.0024626083182283758,0.001420835604537416,0.096,0.0011390887315806623,0.002955129981874051,0.0017050027254448992,0.16,0.001898481219301104,0.0049252166364567515,0.002841671209074832,0.001044164670615607,0.0027088691500512137,0.0015629191649911577
winter_solstice,evening,v02,P_0000_0038,0,38,-26.6085,3.145500000000002,26.793776189630307,14,0.783,0.0,0.0,0.0,-6.257457964078823,-6.280940840368487,-6.24219914630072,-6.25885573847562,0.0130570586523095,0.0365981394506889,0.0199415472757893,0.0467409188386831,-6.263458732935646,-6.24219914630072,-6.262818378029976,-6.247005149360348,-6.278797285751409,0.08,0.00104456469218476,0.002927851156055112,0.0015953237820631441,0.096,0.001253477630621712,0.003513421387266134,0.001914388538475773,0.16,0.00208912938436952,0.005855702312110224,0.0031906475641262882,0.001149021161403236,0.003220636271660623,0.0017548561602694587
winter_solstice,evening,v02,P_0000_0039,0,39,-26.6085,3.9285,26.89694005830403,12,0.783,0.0,0.0,0.0,-6.250813437477585,-6.266092202398113,-6.237247655201884,-6.254213419765745,0.0127002083052537,0.028844547196229,0.016965764563861,0.0368385021663206,-6.264310822613709,-6.237247655201884,-6.266092202398113,-6.240240338804085,-6.263176079810933,0.08,0.001016016664420296,0.00230756377569832,0.0013572611651088801,0.096,0.0012192199973043553,0.002769076530837984,0.0016287133981306562,0.16,0.002032033328840592,0.00461512755139664,0.0027145223302177603,0.0011176183308623257,0.002538320153268152,0.0014929872816197682
winter_solstice,evening,v02,P_0001_0024,1,24,-25.8255,-7.816499999999998,26.982478064477323,8,0.783,0.0,0.0,0.0,-6.322173022606144,-6.324973431641524,-6.318679715899918,-6.322357347855439,0.002040111051097,0.0062937157416058,0.0036776319555205,0.0080379511387048,-6.322896138876047,-6.318679715899918,-6.322703758911132,-6.322533693948572,-6.324973431641524,0.08,0.00016320888408776,0.0005034972593284641,0.00029421055644164004,0.096,0.00019585066090531202,0.0006041967111941568,0.000353052667729968,0.16,0.00032641776817552,0.0010069945186569282,0.0005884211128832801,0.00017952977249653603,0.0005538469852613105,0.00032363161208580403
