case_key,snapshot_code,wind_code,equivalent_panel_id,panel_ix,panel_iy,panel_center_x_m,panel_center_y_m,panel_center_radius_m,panel_grid_point_count,equivalent_cell_size_m,panel_visible_fraction,panel_q_abs_mean_W_m2,panel_q_abs_max_W_m2,panel_temperature_grid_mean_C,panel_temperature_grid_min_C,panel_temperature_grid_max_C,panel_temperature_five_point_mean_C,panel_delta_rms_C,panel_delta_peak_to_peak_C,panel_delta_max_abs_from_mean_C,panel_temperature_gradient_C_per_m,T_center_C,T_upper_right_C,T_upper_left_C,T_lower_right_C,T_lower_left_C,ku_central_min_mm_per_C,u_rms_central_min_mm,u_peak_to_peak_central_min_mm,u_max_abs_from_mean_central_min_mm,ku_central_max_mm_per_C,u_rms_central_max_mm,u_peak_to_peak_central_max_mm,u_max_abs_from_mean_central_max_mm,ku_upper_mm_per_C,u_rms_upper_mm,u_peak_to_peak_upper_mm,u_max_abs_from_mean_upper_mm,u_rms_central_mid_mm,u_peak_to_peak_central_mid_mm,u_max_abs_from_mean_central_mid_mm
summer_solstice,morning,v02,P_0000_0029,0,29,-26.6085,-3.901499999999999,26.89300977019865,12,0.783,0.0,0.0,0.0,37.08501211491373,32.09822723169816,40.858656456571225,36.17843994664106,3.8335827746708135,8.760429224873064,4.680216509930162,11.188287643516048,33.57793522258362,40.79570542834216,33.56167539401014,40.858656456571225,32.09822723169816,0.08,0.3066866219736651,0.7008343379898452,0.374417320794413,0.096,0.3680239463683981,0.8410012055878142,0.44930078495329556,0.16,0.6133732439473302,1.4016686759796904,0.748834641588826,0.33735528417103156,0.7709177717888297,0.41185905287385427
summer_solstice,morning,v02,P_0000_0030,0,30,-26.6085,-3.1184999999999974,26.79061989764328,14,0.783,0.2857142857142857,66.26071741258664,232.379007947428,38.94295673225778,30.910103827720093,44.59883852467874,38.40035794661476,5.172796820534368,12.531644402556424,6.333163824492445,16.004654409395176,35.39847989058575,44.51444594983559,32.06719412212232,44.59883852467874,35.4228312458514,0.08,0.4138237456427495,1.002531552204514,0.5066531059593956,0.096,0.49658849477129935,1.2030378626454168,0.6079837271512747,0.16,0.827647491285499,2.005063104409028,1.0133062119187912,0.45520612020702445,1.1027847074249655,0.5573184165553351
summer_solstice,morning,v02,P_0000_0031,0,31,-26.6085,-2.3355,26.710799922503256,20,0.783,0.4,92.0285804706585,231.08196530525063,39.80331322616414,32.06187197257134,44.48499937156197,38.78582658856144,4.938071722204436,12.42312739899063,6.723954615990103,15.866063089387778,37.69115224211163,44.36143036339081,35.329678993171456,44.48499937156197,32.06187197257134,0.08,0.3950457377763549,0.9938501919192504,0.5379163692792083,0.096,0.4740548853316258,1.1926202303031006,0.6454996431350499,0.16,0.7900914755527098,1.9877003838385008,1.0758327385584165,0.4345503115539904,1.0932352111111756,0.5917080062071292
summer_solstice,morning,v02,P_0000_0032,0,32,-26.6085,-1.5524999999999984,26.653752615719984,16,0.783,0.5,114.18379302771214,229.14025360762696,41.108468310614256,35.27563286535843,44.34855830030898,39.94434270404893,4.029773874529611,9.053567039596942,4.668709838690496,11.562665440098264,40.57075420027729,44.22954723197415,35.27563286535843,44.329199904955374,35.316579317679384,0.08,0.3223819099623689,0.7242853631677554,0.3734967870952397,0.096,0.38685829195484267,0.8691424358013065,0.4481961445142877,0.16,0.6447638199247377,1.4485707263355108,0.7469935741904794,0.35462010095860574,0.7967138994845309,0.4108464658047637
summer_solstice,morning,v02,P_0000_0033,0,33,-26.6085,-0.7695000000000007,26.619624386906736,16,0.783,0.5625,127.35261679124169,227.36910091630293,41.66304463555222,35.26153095004196,44.21712258094118,40.29959551942856,3.542138479679051,8.933848648936248,5.038064569386599,11.409768389446038,40.44169097412083,44.09013790562267,37.50923816837911,44.19537959897821,35.26153095004196,0.08,0.2833710783743241,0.7147078919148998,0.4030451655509279,0.096,0.34004529404918893,0.8576494702978799,0.4836541986611135,0.16,0.5667421567486483,1.4294157838297996,0.8060903311018558,0.31170818621175655,0.7861786811063898,0.44334968210602066
summer_solstice,morning,v02,P_0000_0034,0,34,-26.6085,0.0135000000000005,26.60850342465731,21,0.783,0.7142857142857143,160.06113795326837,225.42254018880743,41.77183075468274,29.990514252964203,44.0865384518807,41.37331104927059,3.206739430156472,6.650071347105836,3.9692205566930383,8.493066854541297,44.01362706572826,43.90584755312352,37.40409049257755,44.05416183968339,37.48882829524024,0.08,0.2565391544125178,0.5320057077684669,0.3175376445354431,0.096,0.3078469852950213,0.6384068493221603,0.3810451734425317,0.16,0.5130783088250356,1.0640114155369338,0.6350752890708862,0.2821930698537696,0.5852062785453136,0.34929140898898736
summer_solstice,morning,v02,P_0000_0035,0,35,-26.6085,0.7965000000000018,26.62041856357634,16,0.783,0.75,166.18849757108424,222.75292928802105,42.20730937717981,37.31427355583412,43.89960047985892,41.23496790247164,3.1738750236995785,6.553392803024849,3.920694346637518,8.36959489530632,43.86033306352539,43.75043523393487,37.31427355583412,43.86766635885897,37.38213130020483,0.08,0.2539100018959663,0.5242714242419879,0.31365554773100146,0.096,0.3046920022751595,0.6291257090903856,0.3763866572772017,0.16,0.5078200037919326,1.0485428484839758,0.6273110954620029,0.2793010020855629,0.5766985666661868,0.34502110250410156
summer_solstice,morning,v02,P_0000_0036,0,36,-26.6085,1.5794999999999997,26.65533891174524,16,0.783,0.75,164.3529095139615,220.4270492348245,42.062180002521146,37.2183499669959,43.73859125279085,41.09225799107979,3.133724092111868,6.492094785258871,3.873908024083889,8.291308793434062,43.65393659176283,43.587620837555846,37.2183499669959,43.71044475225477,37.29093780682962,0.08,0.2506979273689494,0.5193675828207097,0.3099126419267111,0.096,0.3008375128427393,0.6232410993848516,0.3718951703120533,0.16,0.5013958547378988,1.0387351656414194,0.6198252838534222,0.2757677201058444,0.5713043411027807,0.3409039061193822
summer_solstice,morning,v02,P_0000_0037,0,37,-26.6085,2.3625000000000007,26.71317424979667,20,0.783,0.7,151.37677475143255,217.92269274352049,41.16585234852298,34.920285847207424,43.566186148844224,40.06160050997447,4.168008135829306,8.62540565570805,5.141314662767044,11.015843749307855,43.47493637362595,43.37261506514437,34.920285847207424,43.545691502915474,34.99447376097913,0.08,0.3334406508663445,0.690032452456644,0.41130517302136355,0.096,0.4001287810396134,0.8280389429479729,0.49356620762563624,0.16,0.666881301732689,1.380064904913288,0.8226103460427271,0.36678471595297896,0.7590356977023085,0.4524356903234999
summer_solstice,morning,v02,P_0000_0038,0,38,-26.6085,3.145500000000002,26.793776189630307,14,0.783,0.6428571428571429,136.83199079170154,214.5113914180272,41.81505952545315,37.05125448648664,43.34027696844549,41.3052246614954,2.511303690924517,6.276643881275511,4.25397017500876,8.016147996520449,39.78535928733004,43.18979521418737,43.17181595171081,43.32789836776215,37.05125448648664,0.08,0.20090429527396136,0.5021315105020409,0.3403176140007008,0.096,0.24108515432875363,0.6025578126024491,0.408381136800841,0.16,0.40180859054792273,1.0042630210040817,0.6806352280014016,0.2209947248013575,0.5523446615522449,0.3743493754007709
summer_solstice,morning,v02,P_0000_0039,0,39,-26.6085,3.9285,26.89694005830403,12,0.783,1.0,209.1563377312461,211.51310433567625,43.051545264353386,42.91551280544616,43.14596539616002,43.03118406969467,0.0846417881979075,0.2267912874465807,0.1156712642485047,0.289644045270218,42.98882792752789,42.99463998409897,42.91551280544616,43.14230409289274,43.11463553850757,0.08,0.006771343055832601,0.018143302995726456,0.009253701139880376,0.096,0.00812561166699912,0.021771963594871747,0.011104441367856452,0.16,0.013542686111665201,0.03628660599145291,0.018507402279760752,0.007448477361415861,0.0199576332952991,0.010179071253868414
