rank_by_sigma_total_upper,source_panel_response_name,case_key,snapshot_code,wind_code,equivalent_panel_count,base_surface_rms_mm,active_panel_u_rms_threshold_mm,primary_weighting,selected_local_time,active_panel_count_upper_threshold,active_panel_fraction_upper_threshold,panel_q_abs_mean_W_m2,panel_q_abs_max_W_m2,panel_delta_rms_mean_C,panel_delta_rms_max_C,u_rms_upper_panel_mean_mm,u_rms_upper_panel_p95_mm,u_rms_upper_panel_max_mm,sigma_T_central_min_mm_weighted_mm,sigma_T_central_min_mm_unweighted_mm,sigma_T_central_min_mm_primary_mm,sigma_total_central_min_mm_primary_mm,f10_sigma_T_central_min_mm_GHz,f10_sigma_total_central_min_mm_GHz,eta_R_sigma_T_central_min_mm_4p5_GHz,eta_R_sigma_total_central_min_mm_4p5_GHz,eta_R_sigma_T_central_min_mm_30p0_GHz,eta_R_sigma_total_central_min_mm_30p0_GHz,eta_R_sigma_T_central_min_mm_100p0_GHz,eta_R_sigma_total_central_min_mm_100p0_GHz,sigma_T_central_max_mm_weighted_mm,sigma_T_central_max_mm_unweighted_mm,sigma_T_central_max_mm_primary_mm,sigma_total_central_max_mm_primary_mm,f10_sigma_T_central_max_mm_GHz,f10_sigma_total_central_max_mm_GHz,eta_R_sigma_T_central_max_mm_4p5_GHz,eta_R_sigma_total_central_max_mm_4p5_GHz,eta_R_sigma_T_central_max_mm_30p0_GHz,eta_R_sigma_total_central_max_mm_30p0_GHz,eta_R_sigma_T_central_max_mm_100p0_GHz,eta_R_sigma_total_central_max_mm_100p0_GHz,sigma_T_central_mid_mm_weighted_mm,sigma_T_central_mid_mm_unweighted_mm,sigma_T_central_mid_mm_primary_mm,sigma_total_central_mid_mm_primary_mm,f10_sigma_T_central_mid_mm_GHz,f10_sigma_total_central_mid_mm_GHz,eta_R_sigma_T_central_mid_mm_4p5_GHz,eta_R_sigma_total_central_mid_mm_4p5_GHz,eta_R_sigma_T_central_mid_mm_30p0_GHz,eta_R_sigma_total_central_mid_mm_30p0_GHz,eta_R_sigma_T_central_mid_mm_100p0_GHz,eta_R_sigma_total_central_mid_mm_100p0_GHz,sigma_T_upper_mm_weighted_mm,sigma_T_upper_mm_unweighted_mm,sigma_T_upper_mm_primary_mm,sigma_total_upper_mm_primary_mm,f10_sigma_T_upper_mm_GHz,f10_sigma_total_upper_mm_GHz,eta_R_sigma_T_upper_mm_4p5_GHz,eta_R_sigma_total_upper_mm_4p5_GHz,eta_R_sigma_T_upper_mm_30p0_GHz,eta_R_sigma_total_upper_mm_30p0_GHz,eta_R_sigma_T_upper_mm_100p0_GHz,eta_R_sigma_total_upper_mm_100p0_GHz
21,panel_response_winter_solstice_axis_v10.csv,winter_solstice,axis,v10,3737,0.07,0.001,weighted_by_grid_points,,3232,0.8648648648648649,106.60381031708648,237.4086518486152,0.18922137478007459,4.223970088479018,0.03027541996481189,0.08575689329427356,0.6758352141566429,0.03666595457236646,0.03663132674280674,0.03666595457236646,0.07902146685997952,211.19653400904505,97.99517560890418,0.9999521679543388,0.9997778505305273,0.9978763386264368,0.9901741852905301,0.9766554716080303,0.8960889209491969,0.04399914548683976,0.04395759209136809,0.04399914548683976,0.08267965168995388,175.9971116742042,93.65935104390151,0.9999311225790626,0.999756808824002,0.9969433569371593,0.9892484048623231,0.9665572839235624,0.8868237559357672,0.040332550029603106,0.04029445941708742,0.040332550029603106,0.08078808446726805,191.99684909913188,95.85228530767215,0.9999421235154319,0.9997678078426248,0.9974309430463015,0.9897322275161836,0.9718227888425708,0.891654897273007,0.07333190914473295,0.0732626534856135,0.07333190914473295,0.10137834531501966,105.5982670045225,76.38438463119823,0.9998086855443451,0.9996343931332139,0.9915323758415425,0.9838791886673086,0.9098410974652573,0.8347862178261428
22,panel_response_winter_solstice_morning_v00.csv,winter_solstice,morning,v00,3737,0.07,0.001,weighted_by_grid_points,,2462,0.6588172330746588,72.9775259764845,237.75330354207208,0.1653914292545177,4.469396719765775,0.026462628680722803,0.03412066557428538,0.7151034751625239,0.03636208104497458,0.0370825829215996,0.03636208104497458,0.07888092886066506,212.96147798139063,98.16976845563487,0.9999529574781518,0.9997786399167059,0.9979113563300432,0.9902089327084187,0.9770363504653522,0.8964383802357024,0.043634497253969506,0.04449909950591952,0.043634497253969506,0.08248617672438621,177.46789831782547,93.8790331826295,0.9999322594696228,0.999757945516373,0.9969937356731012,0.9892983947477291,0.9671001251520298,0.8873218169458215,0.039998289149472045,0.04079084121375956,0.039998289149472045,0.08062172867710525,193.60134361944597,96.05006800128236,0.9999430788297288,0.9997687629903858,0.9974732957115126,0.9897742532804461,0.9722813905935977,0.892075667913391,0.07272416208994918,0.07416516584319922,0.07272416208994918,0.10093960447557343,106.48073899069527,76.7163945415579,0.9998118431901841,0.999637550228594,0.991671563487217,0.9840173019868887,0.9112612175254466,0.8360891889242907
23,panel_response_summer_solstice_peak_v05.csv,summer_solstice,peak,v05,3737,0.07,0.001,weighted_by_grid_points,,3513,0.9400588707519401,128.82773730739746,237.2341263389368,0.25417501040367874,3.470226474458089,0.04066800166458856,0.16318870750117523,0.5552362359132943,0.03624603744339444,0.03602230225827369,0.03624603744339444,0.07882750300718622,213.6432853911353,98.23630365547602,0.999953257248979,0.9997789396352753,0.9979246523626668,0.9902221261150173,0.9771810035081634,0.896571100517125,0.04349524493207334,0.04322676270992843,0.04349524493207334,0.08241259813706307,178.03607115927937,93.96284908938385,0.9999326911307073,0.9997583771022078,0.9970128644103493,0.9893173758389595,0.9673063138842628,0.88751099669646,0.039870641187733896,0.039624532484101055,0.039870641187733896,0.0805584758341481,194.22116853739567,96.12548452082794,0.9999434415488576,0.9997691256462833,0.9974893768711273,0.9897902103169081,0.9724555716605495,0.8922354803844947,0.07249207488678891,0.0720446045165474,0.07249207488678891,0.1007725206660616,106.8216426955676,76.84359258490636,0.9998130421048161,0.9996387489342243,0.9917244161214606,0.9840697466757014,0.911800996764988,0.8365844405359109
24,panel_response_winter_solstice_peak_v10.csv,winter_solstice,peak,v10,3737,0.07,0.001,weighted_by_grid_points,,3046,0.8150923200428151,98.904347821503,237.5149460714203,0.1778564371772804,4.77135891375609,0.028457029948364826,0.09273652870563955,0.7634174262009744,0.036130194923649335,0.03568279973222037,0.036130194923649335,0.07877430409226664,214.32827966140235,98.30264590781836,0.9999535555447395,0.9997792378790352,0.9979378831420898,0.990235254772075,0.9773249659797304,0.8967031871941097,0.043356233908379206,0.042819359678664445,0.043356233908379206,0.08233931636052179,178.6068997178353,94.04647577970032,0.9999331206677962,0.9997588065644173,0.9970318993804345,0.9893362638867732,0.9675115316091215,0.8876992855403503,0.03974321441601427,0.03925107970544241,0.03974321441601427,0.08049548491758582,194.84389060127486,96.20070653335647,0.9999438024831961,0.9997694865177017,0.9975053791535828,0.9898060890850279,0.9726289265660083,0.8923945348460623,0.07226038984729868,0.07136559946444077,0.07226038984729868,0.10060598362365723,107.16413983070116,76.97079480664189,0.9998142351210819,0.9996399417425166,0.9917770114668832,0.9841219360615882,0.9123384371583488,0.8370775462381379
25,panel_response_summer_solstice_axis_v10.csv,summer_solstice,axis,v10,3737,0.07,0.001,weighted_by_grid_points,,3737,1.0,151.66074625994852,237.0713015678306,0.26291640416610423,3.9549139781266818,0.04206662466657663,0.13934057449981108,0.6327862365002691,0.034315502125688443,0.034041460922075016,0.034315502125688443,0.07795866652360164,225.66251525196176,99.33113106125946,0.999958103767768,0.9997837853091911,0.9981396388475117,0.9904354532170234,0.9795226372714715,0.898719567538731,0.041178602550826136,0.04084975310649003,0.041178602550826136,0.0812137753588571,188.05209604330145,95.34986506414606,0.9999396699816674,0.9997653547365745,0.9973221767483847,0.9896243007358222,0.9706459508786707,0.8905751393728468,0.03774705233825729,0.037445607014282525,0.03774705233825729,0.0795288624351382,205.147741138147,97.36996462300068,0.9999493057820118,0.9997749888571505,0.9977494029339684,0.9900482293569051,0.9752759559485271,0.894823204701561,0.06863100425137691,0.06808292184415007,0.06863100425137691,0.09803170275248979,112.83125762598084,78.99202303328573,0.9998324256025433,0.9996581290529084,0.9925792953093105,0.9849180274401459,0.9205723127567869,0.8446321905469301
26,panel_response_winter_solstice_evening_v05.csv,winter_solstice,evening,v05,3737,0.07,0.001,weighted_by_grid_points,,3010,0.8054589242708055,73.91223198673515,237.75618338733668,0.1720111288488993,5.335675445899937,0.027521780615823846,0.06527393629476688,0.8537080713439898,0.03418190140968936,0.03423915152488824,0.03418190140968936,0.07789995111668378,226.544522172831,99.40599975753292,0.9999584293555654,0.9997841108402302,0.998154083203125,0.9904497860832293,0.9796801481704531,0.8988640850022679,0.04101828169162724,0.041086981829865886,0.04101828169162724,0.08113260400685832,188.78710181069246,95.44526046720134,0.9999401388194864,0.9997658234926629,0.9973429596518358,0.9896449232254996,0.9708707190620331,0.8907813659130631,0.0376000915506583,0.03766306667737706,0.0376000915506583,0.07945921522780026,205.94956561166453,97.45531087384326,0.999949699739794,0.9997753827462558,0.9977668737976805,0.9900655653709709,0.9754657210526876,0.8949973156468886,0.06836380281937873,0.06847830304977649,0.06836380281937873,0.09784482375643025,113.27226108641548,79.14289406963121,0.9998337277906851,0.9996594310140453,0.9926367521178638,0.9849750407657418,0.921164581462562,0.8451756016482841
27,panel_response_summer_solstice_morning_v00.csv,summer_solstice,morning,v00,3737,0.07,0.001,weighted_by_grid_points,,2322,0.6213540272946213,68.22633952700873,237.78738661673265,0.14322135862686655,6.003014096099324,0.022915417380298623,0.03550047329833998,0.960482255375892,0.03329198262675817,0.0347126231162805,0.03329198262675817,0.07751358659757893,232.60022115934117,99.90148645835933,0.9999605657028009,0.9997862468150455,0.9982488650401629,0.9905438363424012,0.9807142845835515,0.8998129131299615,0.03995037915210981,0.041655147739536595,0.03995037915210981,0.08059797016300926,193.83351763278426,96.0783814549576,0.9999432151046812,0.999768899241582,0.9974793374344522,0.9897802483700759,0.972346827429397,0.8921357067144692,0.036621180889433995,0.03818388542790855,0.036621180889433995,0.07900070183065874,211.45474650849192,98.02093326228776,0.999952284697962,0.999777967253799,0.9978815164738699,0.9901793231725154,0.9767117812538331,0.8961405854831223,0.06658396525351636,0.06942524623256101,0.06658396525351636,0.09660964977103206,116.30011057967056,80.15475203739753,0.9998422721413412,0.999667973875201,0.9930138375327033,0.9853492156298714,0.9250602171625646,0.8487498774213763
28,panel_response_spring_equinox_axis_v10.csv,spring_equinox,axis,v10,3737,0.07,0.001,weighted_by_grid_points,,3626,0.9702970297029703,134.5215226617983,237.19508927200363,0.23119328076438292,3.8391600687460863,0.036990924922301216,0.12028037800238607,0.6142656109993738,0.03301559397465014,0.032499680280437176,0.03301559397465014,0.0773952805117919,234.54742409791683,100.05419543168483,0.9999612177360294,0.9997868987346077,0.998277795098763,0.9905725431030448,0.9810301296598438,0.900102703421246,0.03961871276958017,0.03899961633652462,0.03961871276958017,0.08043408731078196,195.45618674826403,96.27413924517636,0.9999441540163733,0.9997698379895975,0.9975209648700349,0.9898215545024275,0.9727977957880345,0.8925494736585158,0.036317153372115156,0.0357496483084809,0.036317153372115156,0.07886022843647954,213.2249309981062,98.19553753961442,0.9999530736516888,0.9997787560699909,0.9979165090695264,0.9902140456762508,0.9770924069384884,0.8964898124817555,0.0660311879493003,0.06499936056087438,0.0660311879493003,0.09622950577653312,117.2737120489584,80.47139449930862,0.9998448799682682,0.9996705812475165,0.9931289559100123,0.9854634454608149,0.9262524783348542,0.8498437862340793
29,panel_response_spring_equinox_peak_v05.csv,spring_equinox,peak,v05,3737,0.07,0.001,weighted_by_grid_points,,3282,0.8782445812148783,113.0150519410549,237.37063243345847,0.21792494060042622,3.891163272675032,0.03486799049606816,0.15105533574148156,0.6225861236280051,0.0323534415276511,0.03219553411006431,0.0323534415276511,0.07711514234366126,239.3477217933266,100.41766489008388,0.9999627577225034,0.9997884384526224,0.9983461260035349,0.9906403465926592,0.9817765026038315,0.9007875063486308,0.03882412983318132,0.03863464093207718,0.03882412983318132,0.08004569355876505,199.45643482777214,96.74127585804337,0.9999463715598056,0.999772055146455,0.9976192882555701,0.9899191189744956,0.9738637321726826,0.8935274785051452,0.03558878568041621,0.03541508752107075,0.03558878568041621,0.07852745803988945,217.58883799393328,98.61165400111805,0.9999549370204477,0.9997806191139165,0.997999160135504,0.9902960587962636,0.9779919650744995,0.8973151640032107,0.06470688305530221,0.06439106822012865,0.06470688305530221,0.09532565612012622,119.67386089666327,81.2344004436593,0.9998510392117307,0.9996767394172642,0.9934008977214376,0.9857332882771555,0.9290744880551067,0.8524330018977827
30,panel_response_winter_solstice_morning_v02.csv,winter_solstice,morning,v02,3737,0.07,0.001,weighted_by_grid_points,,2461,0.6585496387476586,72.9775259764845,237.75330354207208,0.13848193142844117,3.864376128462527,0.022157109028550552,0.027409158524830397,0.6183001805540043,0.03181001767883341,0.03252549745786643,0.03181001767883341,0.07688873275537642,243.43659912423178,100.71335869787005,0.9999639982714622,0.9997896787853215,0.9984011738591192,0.9906949695588979,0.9823781616617999,0.9013395331704809,0.038172021214600095,0.03903059694943972,0.038172021214600095,0.07973144425888622,202.86383260352648,97.1225668090647,0.9999481579215205,0.9997738411967609,0.9976985004173958,0.9899977197336927,0.9747232542812749,0.8943160966629408,0.03499101944671675,0.03577804720365308,0.03499101944671675,0.0782583633991953,221.30599920384705,98.95073427891951,0.9999564380731434,0.99978211990494,0.9980657452772994,0.9903621299976516,0.9787172128791234,0.8979805844524467,0.06362003535766685,0.0650509949157329,0.06362003535766685,0.09459127284750311,121.71829956211583,81.86508425889421,0.9998560008624087,0.9996817002029987,0.993620016565218,0.9859507158422992,0.9313540298135917,0.8545244990265054
31,panel_response_summer_solstice_peak_v10.csv,summer_solstice,peak,v10,3737,0.07,0.001,weighted_by_grid_points,,3143,0.8410489697618411,106.13350759714409,237.4360002441103,0.1746046748034569,3.377910983277808,0.027936747968553062,0.12456929030291376,0.5404657573244493,0.03110994688889461,0.030921164064979474,0.03110994688889461,0.07660175451926571,248.91468151561483,101.09066783671791,0.9999655654500205,0.9997912456906802,0.9984707197487114,0.9907639786554179,0.98313876025666,0.9020373882421588,0.03733193626667354,0.03710539687797537,0.03733193626667354,0.07933267589977648,207.4289012630123,97.61075665214909,0.9999504146236738,0.9997760975055129,0.9977985775493259,0.9900970244157854,0.9758101668140046,0.8953133472870695,0.034220941577784075,0.034013280471477426,0.034220941577784075,0.07791708954055016,226.28607410510438,99.38413469341475,0.9999583343451742,0.9997840158464019,0.9981498681472726,0.9904456035614748,0.9796341820053471,0.8988219106915848,0.06221989377778924,0.061842328129958976,0.06221989377778924,0.09365529980582721,124.45734075780737,82.68322815549924,0.9998622689143482,0.9996879671622552,0.9938968968827375,0.9862254590466527,0.9342417555913816,0.8571740096793832
32,panel_response_spring_equinox_morning_v00.csv,spring_equinox,morning,v00,3737,0.07,0.001,weighted_by_grid_points,,2308,0.6176077067166176,67.4108059253304,237.8217538417338,0.13414840108807974,5.19642205374264,0.021463744174092723,0.03311271877930032,0.8314275285988224,0.03064565545378955,0.03181109646230725,0.03064565545378955,0.07641437167308504,252.68581817392095,101.33856174262593,0.9999665855803282,0.999792265643153,0.99851599209941,0.9908089015694443,0.9836341757394346,0.9024919357650946,0.036774786544547466,0.0381733157547687,0.036774786544547466,0.07907202365816263,210.57151514493407,97.93251979099321,0.9999518835893896,0.9997775662151501,0.99786372649866,0.9901616705100281,0.9765183257280938,0.8959630885475592,0.033710220999168504,0.034992206108537975,0.033710220999168504,0.07769413748676783,229.71438015810995,99.66932863030671,0.9999595686940528,0.9997852499801015,0.9982046303493053,0.9904999430789916,0.9802315294806438,0.89936998160311,0.06129131090757912,0.06362219292461452,0.06129131090757912,0.0930409844787206,126.34290908696043,83.22915503530555,0.9998663490203045,0.999692046556944,0.9940771690063835,0.9864043397318161,0.9361262822156629,0.8589030773786323
33,panel_response_winter_solstice_evening_v10.csv,winter_solstice,evening,v10,3737,0.07,0.001,weighted_by_grid_points,,2875,0.7693336901257694,73.91223198673515,237.75618338733668,0.14293438127592503,4.475787322541518,0.022869501004147964,0.04582834692575334,0.7161259716066429,0.03060247376248296,0.030679587786646544,0.03060247376248296,0.07639706408222412,253.04237108146123,101.36151977623817,0.9999666796785324,0.9997923597249534,0.9985201681835579,0.9908130454202992,0.9836798860844257,0.902533875358851,0.036722968514979554,0.03681550534397586,0.036722968514979554,0.07904793745919106,210.86864256788436,97.96236019206238,0.999952019088814,0.9997777016909535,0.9978697361370938,0.9901676337627978,0.9765836731140322,0.8960230452777006,0.033662721138731255,0.033747546565311204,0.033662721138731255,0.07767353986052125,230.03851916496478,99.69575914426373,0.9999596825520818,0.9997853638182822,0.9982096818376741,0.9905049555772206,0.9802866479370301,0.8994205532115671,0.06120494752496594,0.061359175573293116,0.06120494752496594,0.09298411478061097,126.52118554073057,83.28005853567167,0.9998667253754443,0.9996924228464754,0.9940937991895091,0.9864208415541263,0.9363003047913002,0.8590627444327337
34,panel_response_summer_solstice_evening_v02.csv,summer_solstice,evening,v02,3737,0.07,0.001,weighted_by_grid_points,,3292,0.8809205244848809,67.88615652631646,237.84101074951312,0.16754889303445997,4.795538792342273,0.026807822885513553,0.05351970646338133,0.7672862067747638,0.030296867330120967,0.030799474977488445,0.030296867330120967,0.07627516089802074,255.59482561149585,101.52351605223342,0.9999673418403086,0.9997930217712977,0.9985495554471413,0.9908422058569689,0.9840016061941249,0.9028290560385572,0.036356240796145155,0.036959369972986135,0.036356240796145155,0.07887823682630901,212.9956880095799,98.17311889043211,0.9999529725879311,0.9997786550238512,0.9979120265049173,0.9902095977105178,0.9770436411088663,0.8964450694573056,0.03332655406313306,0.03387942247523729,0.03332655406313306,0.07752844126978777,232.35893237408715,99.8823450463793,0.9999604837622804,0.9997861648888092,0.9982452294796409,0.9905402288431163,0.9806745997512758,0.8997765019905518,0.060593734660241955,0.06159894995497691,0.060593734660241955,0.0925829394655182,127.79741280574788,83.64092311738476,0.9998693737604274,0.9996950707697767,0.9942108323236772,0.9865369713627922,0.9375258028461281,0.8601871483412766
35,panel_response_winter_solstice_morning_v05.csv,winter_solstice,morning,v05,3737,0.07,0.001,weighted_by_grid_points,,2461,0.6585496387476586,72.9775259764845,237.75330354207208,0.1259549576047525,3.5925599420610266,0.02015279321676037,0.024236942753216393,0.5748095907297642,0.029756069259773213,0.03045598097182495,0.029756069259773213,0.0760619724816049,260.240102757306,101.80806872566531,0.9999684973106426,0.9997941770402036,0.9986008381596899,0.9908930927415975,0.9845632583454854,0.9033443762153159,0.03570728311172786,0.03654717716618995,0.03570728311172786,0.07858123228367628,216.86675229775494,98.54417265769325,0.9999546364417258,0.9997803185875932,0.9979858272967612,0.9902828288676354,0.9778468020875464,0.8971819758441085,0.03273167618575054,0.03350157906900745,0.03273167618575054,0.07727459236986521,236.58191159755083,100.21046095917958,0.9999618818719656,0.9997875627547679,0.9983072629848444,0.9906017835399239,0.9813519416489761,0.90039796840104,0.05951213851954644,0.060911961943649916,0.05951213851954644,0.09187869519736164,130.12005137865296,84.2820253942751,0.9998739951969622,0.999699691400676,0.9944150876094261,0.9867396500949446,0.9396681342534632,0.8621527539155267
36,panel_response_spring_equinox_peak_v10.csv,spring_equinox,peak,v10,3737,0.07,0.001,weighted_by_grid_points,,3238,0.8664704308268665,110.53314294091038,237.36707211715893,0.18382860895329747,3.606231313798523,0.029412577432527558,0.12505264192008242,0.5769970102077637,0.029589754010319717,0.029495402204646082,0.029589754010319717,0.07599706272212915,261.70283535024305,101.89502389231214,0.9999688484762497,0.9997945281445935,0.9986164242926785,0.9909085585723185,0.9847340166507356,0.9035010482761837,0.03550770481238366,0.0353944826455753,0.03550770481238366,0.07849074532098274,218.08569612520253,98.65777793483105,0.9999551421132297,0.9997808241709455,0.998008257582621,0.9903050860243264,0.9780910259485784,0.897406053118505,0.03254872941135169,0.03244494242511069,0.03254872941135169,0.07719727836066108,237.91166850022097,100.31082294946572,0.9999623067795547,0.9997879875882847,0.998326116692302,0.9906204917241938,0.9815578890310667,0.9005869267110631,0.05917950802063945,0.05899080440929219,0.05917950802063945,0.09166359238849921,130.8514176751215,84.47980621353521,0.9998753997273826,0.9997010956862507,0.9944771722705908,0.9868012555528638,0.9403201914362814,0.8627510214052758
37,panel_response_summer_solstice_morning_v02.csv,summer_solstice,morning,v02,3737,0.07,0.001,weighted_by_grid_points,,2322,0.6213540272946213,68.22633952700873,237.78738661673265,0.11517392754379153,5.172796820534368,0.01842782840700662,0.02742325346324324,0.827647491285499,0.02835138215300663,0.029478787901219813,0.02835138215300663,0.07552351203423886,273.133862752285,102.53393033822698,0.9999714013448159,0.9997970805681288,0.998729737949663,0.9910209976127526,0.9859762670148723,0.9046408225576049,0.03402165858360796,0.035374545481463786,0.03402165858360796,0.07782977099272223,227.6115522935708,99.49563544958909,0.9999588181956416,0.9997844996125216,0.9981713339463893,0.990466903675857,0.9798682919952241,0.8990367084112625,0.031186520368307293,0.0324266666913418,0.031186520368307293,0.07663288492992318,248.30351159298633,101.04960199394985,0.99996539573114,0.9997910760013862,0.9984631879912247,0.9907565050321396,0.9830563622432293,0.9019617874299073,0.05670276430601327,0.058957575802439655,0.05670276430601327,0.09008442418056127,136.56693137614246,85.96072619941175,0.9998856102864683,0.9997113044653729,0.99492862499671,0.987249223720841,0.9450740653430131,0.8671127373463108
38,panel_response_spring_equinox_evening_v02.csv,spring_equinox,evening,v02,3737,0.07,0.001,weighted_by_grid_points,,3312,0.8862724110248863,67.88295705208195,237.80756469388737,0.17025009491462603,3.991783844008359,0.027240015186340127,0.06011694095518467,0.6386854150413375,0.02791663235550198,0.028484554356414858,0.02791663235550198,0.07536138508594611,277.3874163332138,102.7545143044484,0.9999722716911361,0.9997979507627253,0.9987683727073086,0.9910593341662861,0.986400143279704,0.905029732296823,0.03349995882660238,0.034181465227697834,0.03349995882660238,0.07760313937840438,231.15618027767815,99.78620174188262,0.9999600714788117,0.9997857526772123,0.9982269373648127,0.990522077916798,0.9804749499599458,0.8995933217685784,0.03070829559105218,0.031333009792056346,0.03070829559105218,0.07643951476891671,252.1703784847398,101.30522865335868,0.9999664488439589,0.9997921289306203,0.9985099237612638,0.9908028800700387,0.9835677567130846,0.9024309957966178,0.05583326471100398,0.05696910871282974,0.05583326471100398,0.08953967527464594,138.69370816660685,86.48370119798287,0.9998890913776136,0.9997147849496744,0.9950825847932137,0.9874019951717408,0.9467002824384605,0.8686048040624162
39,panel_response_winter_solstice_morning_v10.csv,winter_solstice,morning,v10,3737,0.07,0.001,weighted_by_grid_points,,2460,0.6582820444206583,72.9775259764845,237.75330354207208,0.11386380379602616,3.4075926117353394,0.018218208607364155,0.021248616203419276,0.5452148178776544,0.02780723864523515,0.02847950725209079,0.02780723864523515,0.0753209301660107,278.47865876260977,102.80970382003228,0.9999724885738729,0.9997981676076538,0.998778000380432,0.9910688875277821,0.9865057978619813,0.9051266711901979,0.03336868637428218,0.03417540870250895,0.03336868637428218,0.07754656169260637,232.06554896884145,99.85900538714942,0.9999603837861574,0.9997860649301146,0.998240793727861,0.9905358273288858,0.980626182218718,0.8997320785313423,0.03058796250975867,0.03132745797729987,0.03058796250975867,0.07639125244750476,253.16241705691795,101.36923107967495,0.9999667112705484,0.999792391311462,0.9985215702430214,0.9908144366579037,0.9836952331008028,0.9025479563646355,0.055614477290470324,0.05695901450418159,0.055614477290470324,0.0894034120394308,139.23932938130483,86.61551438776829,0.9998899588366797,0.99971565225752,0.9951209539232138,0.9874400681478878,0.9471059567284943,0.8689770133494995
40,panel_response_summer_solstice_evening_v05.csv,summer_solstice,evening,v05,3737,0.07,0.001,weighted_by_grid_points,,2992,0.8006422263848006,67.88615652631646,237.84101074951312,0.13468940503320517,4.33516560949708,0.021550304805312788,0.0373075496690882,0.6936264975195329,0.027544525359376338,0.027978400515006514,0.027544525359376338,0.0752243370012214,281.1347235352117,102.94171847192433,0.9999730059483687,0.9997986848919579,0.9988009675932701,0.9910916774671564,0.9867578828298476,0.9053579610906894,0.033053430431251606,0.03357408061800782,0.033053430431251606,0.07741142850557398,234.2789362793431,100.03332416555665,0.9999611287964976,0.9997868098105803,0.9982738488929128,0.9905686273561616,0.9809870413477163,0.9000631695628463,0.03029897789531397,0.030776240566507164,0.03029897789531397,0.076275999249441,255.57702139564702,101.52240020472291,0.9999673372901055,0.9997930172218878,0.9985493535026413,0.9908420054711866,0.9839993950591163,0.9028270273051485,0.05508905071875269,0.05595680103001305,0.05508905071875269,0.08907751404868294,140.5673617676058,86.932404934255,0.9998920281654692,0.9997177212255721,0.9952124895521283,0.9875308972549395,0.9480743958559605,0.8698655637113865
41,panel_response_summer_solstice_morning_v05.csv,summer_solstice,morning,v05,3737,0.07,0.001,weighted_by_grid_points,,2322,0.6213540272946213,68.22633952700873,237.78738661673265,0.10243250214144879,4.759468666348548,0.016389200342631777,0.02382516355285902,0.7615149866157677,0.02602852142783405,0.02702909836960617,0.02602852142783405,0.07468255437328866,297.50912065008856,103.68850646311789,0.9999758955563447,0.9998015739962008,0.9989292521412654,0.9912189718451065,0.9881669948093964,0.9066508321900256,0.031234225713400853,0.032434918043527404,0.031234225713400853,0.07665231148449257,247.92426720840714,101.02399225603936,0.9999652897852057,0.9997909700739209,0.9984584863675581,0.9907518396981665,0.9830049293001324,0.9019145973082925,0.028631373570617454,0.02973200820656679,0.028631373570617454,0.07562906552735034,270.4628369546259,102.39082643453357,0.9999708336969967,0.9997965130192653,0.9987045407949715,0.9909959949434313,0.9856999089900115,0.9043872619402815,0.05205704285566811,0.05405819673921235,0.05205704285566811,0.08723494546841229,148.75456032504422,88.76858328089276,0.9999035857114682,0.9997292767567931,0.9957238826617839,0.9880383431539107,0.9535014914841269,0.8748449657694374
42,panel_response_spring_equinox_morning_v02.csv,spring_equinox,morning,v02,3737,0.07,0.001,weighted_by_grid_points,,2308,0.6176077067166176,67.4108059253304,237.8217538417338,0.11020058692954014,4.310803605979664,0.017632093908726394,0.02646095738589028,0.6897285769567462,0.02589620759573782,0.02674197538624384,0.02589620759573782,0.07463654311288506,299.02921086759477,103.75242741487632,0.9999761399964268,0.9998018183936707,0.9989401048315257,0.9912297407683898,0.9882862876460821,0.9067602842869115,0.03107544911488539,0.03209037046349261,0.03107544911488539,0.07658775057208451,249.19100905632894,101.10915210296574,0.9999656417752095,0.9997913220025638,0.9984741069139142,0.990767339676634,0.9831758181564646,0.9020713891507841,0.02848582835531161,0.029416172924868225,0.02848582835531161,0.07557408561860525,271.8447371523588,102.46531543757774,0.9999711294680064,0.9997968087387145,0.9987176696111459,0.9910090224242484,0.9858438947732814,0.9045193700059333,0.05179241519147566,0.053483950772487694,0.05179241519147566,0.08707728906762198,149.51460543379733,88.92930182752151,0.9999045634014514,0.9997302542763398,0.9957671548313234,0.9880812813252662,0.9539620067504453,0.8752674920748463
