equivalent_panel_id,panel_ix,panel_iy,panel_center_x_m,panel_center_y_m,panel_center_radius_m,panel_grid_point_count,equivalent_cell_size_m,panel_visible_fraction,panel_q_abs_mean_W_m2,panel_q_abs_max_W_m2,panel_temperature_grid_mean_C,panel_temperature_grid_min_C,panel_temperature_grid_max_C,panel_temperature_five_point_mean_C,panel_delta_rms_C,panel_delta_peak_to_peak_C,panel_delta_max_abs_from_mean_C,panel_temperature_gradient_C_per_m,T_center_C,T_upper_right_C,T_upper_left_C,T_lower_right_C,T_lower_left_C
P_0000_0029,0,29,-26.6085,-3.9014999999999986,26.89300977019865,12,0.783,1.0,165.95386221197757,170.11702136808674,4.29192299964042,4.023998859717153,4.49034161490988,4.248161158207847,0.1599214184140868,0.46634275519272705,0.24218045670203292,0.5955846171043768,4.133115581590232,4.49034161490988,4.319385503732519,4.273964231089451,4.023998859717153
P_0000_0030,0,30,-26.6085,-3.1184999999999974,26.79061989764328,14,0.783,1.0,170.73457999448212,174.97394102471594,4.5657130489119675,4.305524814266732,4.76151894553152,4.544880460999389,0.125565151874199,0.3577837715414489,0.21663848453213141,0.4569396826838428,4.5615852225934646,4.76151894553152,4.437750624867988,4.559812338013899,4.403735173990071
P_0000_0031,0,31,-26.6085,-2.3354999999999997,26.710799922503256,20,0.783,1.0,175.8255015826443,180.60099144580977,4.855162125769536,4.538672409924459,5.078704640229034,4.831039784041058,0.172125184425927,0.5400322303045755,0.2923673741165995,0.6896963349994578,4.848497743599921,5.078704640229034,4.862591366022059,4.82673276042982,4.538672409924459
P_0000_0032,0,32,-26.6085,-1.5524999999999984,26.653752615719984,16,0.783,1.0,181.08309149670288,184.8061528216004,5.1500791641015695,4.933836483716391,5.31790836731534,5.126969480234175,0.12187572636647287,0.38407188359894917,0.19313299651778415,0.49051326130133993,5.1095862259683145,5.31790836731534,5.1338740392201885,5.139642284950639,4.933836483716391
P_0000_0033,0,33,-26.6085,-0.7695000000000007,26.619624386906736,16,0.783,1.0,185.29894635675203,188.7758084429803,5.389796370799445,5.1967878654550645,5.54555924637333,5.380732101918989,0.11123449365395838,0.3487713809182651,0.18394423646392433,0.4454296052595978,5.409319187697349,5.54555924637333,5.376122306281843,5.375871903787356,5.1967878654550645
P_0000_0034,0,34,-26.6085,0.013500000000000512,26.60850342465731,21,0.783,1.0,189.18717415264555,193.4241730226149,5.512691097584785,4.473517576015581,5.814736398142088,5.400046633446766,0.45602285072096854,1.293965196383624,0.8792754316883018,1.6525736863136962,5.630965907888253,5.814736398142088,4.520771201758464,5.60074762262326,5.433012036821765
P_0000_0035,0,35,-26.6085,0.7965000000000018,26.62041856357634,16,0.783,1.0,193.60393269393472,196.8933038413426,4.6870651944984445,3.251104187900808,6.01784078482126,4.888106032104668,0.9932125240771579,2.729925999583827,1.6001912468672348,3.4864955294812603,4.701506409446608,6.01784078482126,3.287914785237433,5.866542608063014,4.566725572955022
P_0000_0036,0,36,-26.6085,1.5794999999999995,26.65533891174524,16,0.783,1.0,196.77028791138125,200.1309777667888,3.534903398321468,1.664805583466375,6.066873284474468,3.4451892484033353,1.673370326319478,4.402067701008093,2.621684036071133,5.622053257992456,1.7282365319015869,4.442719771611394,1.664805583466375,6.066873284474468,3.323311070562852
P_0000_0037,0,37,-26.6085,2.3625000000000007,26.71317424979667,20,0.783,1.0,199.81768433450537,203.8188544927123,2.2907504541148827,-0.3360862528949724,4.521578628844281,2.789913746186528,1.0647862198600209,2.794640172952654,1.692584894392894,3.569144537615139,1.838365178864365,2.4141557544971874,3.526690689364898,4.482498640579422,1.6878584676267678
P_0000_0038,0,38,-26.6085,3.145500000000002,26.793776189630307,14,0.783,1.0,202.76809872361528,206.43092401915757,0.9165539500129886,-1.7392612389695046,4.950188511980628,1.3345540638394708,1.7353468285939415,5.254488487974811,3.05996112352866,6.7107132668899245,1.9291432220778688,-1.7254070596891893,1.9637455313566647,0.9762071971663886,3.5290814282856218
