source_snapshot_name,case_key,case_label,snapshot_code,wind_code,selected_local_time,equivalent_panel_count,equivalent_cell_size_m,panel_delta_rms_min_C,panel_delta_rms_mean_C,panel_delta_rms_p95_C,panel_delta_rms_max_C,panel_delta_peak_to_peak_mean_C,panel_delta_peak_to_peak_p95_C,panel_delta_peak_to_peak_max_C,panel_temperature_gradient_mean_C_per_m,panel_temperature_gradient_p95_C_per_m,panel_temperature_gradient_max_C_per_m,panel_q_abs_mean_W_m2,panel_q_abs_max_W_m2,panels_delta_rms_ge_0p25_C_count,panels_delta_rms_ge_0p25_C_fraction,panels_delta_rms_ge_0p5_C_count,panels_delta_rms_ge_0p5_C_fraction,panels_delta_rms_ge_1p0_C_count,panels_delta_rms_ge_1p0_C_fraction,panels_delta_rms_ge_2p0_C_count,panels_delta_rms_ge_2p0_C_fraction
transient_snapshot_summer_solstice_evening_v00.csv,summer_solstice,Summer solstice,evening,v00,2026-06-22T18:50:00+04:00,3737,0.783,0.02312841251758753,0.32796319212299396,0.997232558980659,7.12021677584697,0.9079974046017748,2.8374318819339117,18.922909558643482,1.159639086336877,3.6237955069398615,24.167189730068305,65.62459858830799,237.84101074951312,1702,0.45544554455445546,427,0.11426277762911426,187,0.05004013914905004,56,0.014985282312014986
transient_snapshot_summer_solstice_evening_v02.csv,summer_solstice,Summer solstice,evening,v02,2026-06-22T18:50:00+04:00,3737,0.783,0.00023070270803779978,0.20327553366436268,0.7518834997040014,4.029600093055937,0.5597922897557365,2.126984583408202,10.57406983012811,0.7149326816803785,2.716455406651599,13.504559170023128,65.62459858830799,237.84101074951312,406,0.10864329676210864,242,0.06475782713406476,144,0.03853358308803853,52,0.013914905004013914
transient_snapshot_summer_solstice_evening_v05.csv,summer_solstice,Summer solstice,evening,v05,2026-06-22T18:50:00+04:00,3737,0.783,1.5397309378361212e-05,0.17017048773657806,0.6366602265191463,3.7340621188045477,0.46805959254452073,1.793233808736306,9.882056922899153,0.5977772574004098,2.2902092065597777,12.620762353638765,65.62459858830799,237.84101074951312,308,0.08241905271608242,214,0.05726518597805726,140,0.037463205780037465,50,0.01337971635001338
transient_snapshot_summer_solstice_evening_v10.csv,summer_solstice,Summer solstice,evening,v10,2026-06-22T18:50:00+04:00,3737,0.783,8.308622883899394e-07,0.1448780588667904,0.5352751316311556,3.4106470252894514,0.39696279687345415,1.4631882579983078,9.08996937461427,0.5069767520733769,1.868695093229001,11.60915628941797,65.62459858830799,237.84101074951312,251,0.06716617607706717,190,0.050842922130050844,125,0.03344929087503345,47,0.012576933369012578
transient_snapshot_summer_solstice_morning_v00.csv,summer_solstice,Summer solstice,morning,v00,2026-06-22T07:20:00+04:00,3737,0.783,3.552713678800501e-15,0.17126379643822426,0.22739015684977995,5.2486062559874105,0.47673624130582976,0.6514473331297495,15.288331313601589,0.608858545729029,0.8319889312001909,19.525327348150178,65.89411446877854,237.78738661673265,126,0.03371688520203372,121,0.03237891356703238,115,0.030773347605030775,62,0.016590848274016592
transient_snapshot_summer_solstice_morning_v02.csv,summer_solstice,Summer solstice,morning,v02,2026-06-22T07:20:00+04:00,3737,0.783,0.0,0.13940747091838718,0.1759892725823519,4.399242142015731,0.38465066788213215,0.5055033364604411,12.776537600696258,0.4912524494024676,0.6455981308562466,16.31741711455461,65.89411446877854,237.78738661673265,121,0.03237891356703238,121,0.03237891356703238,109,0.02916778164302917,48,0.012844527696012844
transient_snapshot_summer_solstice_morning_v05.csv,summer_solstice,Summer solstice,morning,v05,2026-06-22T07:20:00+04:00,3737,0.783,3.552713678800501e-15,0.1253375882581446,0.15313386973342688,3.9864623417487954,0.3446206448180341,0.43995140158789353,11.53193937849715,0.44012853744321095,0.5618791846588679,14.727891926560854,65.89411446877854,237.78738661673265,121,0.03237891356703238,120,0.03211131924003211,107,0.02863259298902863,42,0.01123896173401124
transient_snapshot_summer_solstice_morning_v10.csv,summer_solstice,Summer solstice,morning,v10,2026-06-22T07:20:00+04:00,3737,0.783,0.0,0.11246644478036757,0.13202671407512243,3.5822839013017314,0.3076730903168845,0.3782015317291779,10.29584259061733,0.39294136694365844,0.48301600476267925,13.149224253661979,65.89411446877854,237.78738661673265,120,0.03211131924003211,120,0.03211131924003211,104,0.02782981000802783,35,0.009365801445009366
transient_snapshot_summer_solstice_peak_v00.csv,summer_solstice,Summer solstice,peak,v00,2026-06-22T15:00:00+04:00,3737,0.783,0.03696808084861361,0.6238272845960535,1.5576959458463329,4.942356951771769,1.7009977015182483,4.059593215269525,13.368067165676223,2.172410857622284,5.184665664456609,17.07288271478445,128.81139900890855,237.17600323850337,3074,0.8225849611988226,1790,0.478993845330479,631,0.16885202033716884,49,0.013112122023013113
transient_snapshot_summer_solstice_peak_v02.csv,summer_solstice,Summer solstice,peak,v02,2026-06-22T12:10:00+04:00,3737,0.783,0.0,0.3872280299307328,1.2586960087473908,5.3619939796003715,1.052351347771107,3.2680285854915714,12.782111951671482,1.3439991670129077,4.1737274399636926,16.324536336745187,142.49659534126346,237.18645324677072,1850,0.49504950495049505,806,0.2156810275622157,313,0.08375702435108376,24,0.006422263848006422
transient_snapshot_summer_solstice_peak_v05.csv,summer_solstice,Summer solstice,peak,v05,2026-06-22T12:10:00+04:00,3737,0.783,3.552713678800501e-15,0.33137579631305225,1.1924008949592826,4.882232776618558,0.8968205393467455,2.944372165522539,11.529900403427519,1.1453646734952048,3.7603731360441115,14.72528787155494,142.49659534126346,237.18645324677072,1445,0.3866738025153867,652,0.17447150120417448,255,0.06823655338506823,18,0.004816697886004816
transient_snapshot_summer_solstice_peak_v10.csv,summer_solstice,Summer solstice,peak,v10,2026-06-22T12:10:00+04:00,3737,0.783,0.0,0.28620472551237214,1.1353617051055191,4.3857855751542125,0.7702435473055926,2.791696879999505,10.278769031530885,0.9837082341067592,3.5653855427835315,13.12741894192961,142.49659534126346,237.18645324677072,1133,0.3031843724913032,551,0.14744447417714746,233,0.062349478191062346,14,0.0037463205780037465
transient_snapshot_winter_solstice_axis_v00.csv,winter_solstice,Winter solstice,axis,v00,2026-12-22T13:00:00+04:00,3737,0.783,0.0,0.5077852943936354,2.020699265653191,7.685216995192553,1.4174208254311764,5.687810279910002,19.314523219817488,1.810243710640072,7.2641255171264385,24.667334891210075,99.89514827162618,237.43817171764545,2417,0.6467754883596468,786,0.21032914102221034,520,0.13914905004013914,190,0.050842922130050844
transient_snapshot_winter_solstice_axis_v02.csv,winter_solstice,Winter solstice,axis,v02,2026-12-22T13:00:00+04:00,3737,0.783,0.0,0.3399920593064656,1.5821081749679147,5.667209361290138,0.9478002133851335,4.370282599776923,14.988941249229299,1.2104728140295447,5.581459258974358,19.14296455840268,99.89514827162618,237.43817171764545,952,0.25474979930425473,564,0.1509232004281509,332,0.08884131656408883,115,0.030773347605030775
transient_snapshot_winter_solstice_axis_v05.csv,winter_solstice,Winter solstice,axis,v05,2026-12-22T13:00:00+04:00,3737,0.783,0.0,0.28482255688202607,1.433056691329188,4.809493672499222,0.791107445588508,3.797881201018446,13.04775570499919,1.0103543366392183,4.850422989806445,16.663800389526422,99.89514827162618,237.43817171764545,720,0.19266791544019266,469,0.1255017393631255,283,0.07572919454107573,91,0.024351083757024352
transient_snapshot_winter_solstice_axis_v10.csv,winter_solstice,Winter solstice,axis,v10,2026-12-22T13:00:00+04:00,3737,0.783,0.0,0.24054300644560975,1.2981633370137087,4.056939629448559,0.6643670109024264,3.485175173286544,11.266546056849847,0.8484891582406467,4.451053861157783,14.388947709897634,99.89514827162618,237.43817171764545,593,0.1586834359111587,377,0.10088306127910088,240,0.06422263848006422,70,0.018731602890018732
transient_snapshot_winter_solstice_evening_v00.csv,winter_solstice,Winter solstice,evening,v00,2026-12-22T16:40:00+04:00,3737,0.783,0.0,0.42576403365054627,1.6454454867276862,7.474936677723494,1.1837522513948144,4.479447235000986,20.896819614595984,1.511816413020197,5.720877694764988,26.688147655933566,73.77085689270235,237.64375573299333,2100,0.561948086700562,479,0.12817768263312818,286,0.07653197752207654,154,0.04120952635804121
transient_snapshot_winter_solstice_evening_v02.csv,winter_solstice,Winter solstice,evening,v02,2026-12-22T16:40:00+04:00,3737,0.783,0.0,0.25198673332172183,0.8854390549763675,5.736232717856378,0.7029728840897879,2.3690611960719807,14.443737025945381,0.8977942325540076,3.0256209400663865,18.446662868384905,73.77085689270235,237.64375573299333,442,0.11827669253411828,251,0.06716617607706717,175,0.04682900722504683,108,0.028900187316028902
transient_snapshot_winter_solstice_evening_v05.csv,winter_solstice,Winter solstice,evening,v05,2026-12-22T16:40:00+04:00,3737,0.783,0.0,0.2041752023607536,0.5967273761636087,4.931443863641013,0.5670155904475017,1.5616790709329955,12.693986726616231,0.7241578422062601,1.9944815720727913,16.211988156597997,73.77085689270235,237.64375573299333,300,0.08027829810008028,207,0.055392025689055394,143,0.03826598876103827,94,0.025153866738025155
transient_snapshot_winter_solstice_evening_v10.csv,winter_solstice,Winter solstice,evening,v10,2026-12-22T16:40:00+04:00,3737,0.783,0.0,0.16846811273127416,0.38515194548086024,4.303292225379193,0.4648071713380146,1.0203578678829444,11.012030710652198,0.593623462756085,1.303139039441819,14.063896182186715,73.77085689270235,237.64375573299333,241,0.0644902328070645,170,0.04549103559004549,128,0.03425207385603425,86,0.023013112122023012
transient_snapshot_winter_solstice_morning_v00.csv,winter_solstice,Winter solstice,morning,v00,2026-12-22T09:20:00+04:00,3737,0.783,0.0,0.1859914355561796,0.2123571974484011,7.2547667596885494,0.5158145120620651,0.634385283638619,18.014761113740406,0.6587669374994446,0.8101983188232682,23.00735774424062,72.89441205583778,237.68781008323293,118,0.03157613058603158,98,0.026224244046026225,96,0.02568905539202569,72,0.019266791544019266
transient_snapshot_winter_solstice_morning_v02.csv,winter_solstice,Winter solstice,morning,v02,2026-12-22T09:20:00+04:00,3737,0.783,0.0,0.15466373138494224,0.17057947967321785,5.856578022584978,0.4264951932073804,0.509156014736777,14.420528344200704,0.5446937333427591,0.6502631094977994,18.417022150958754,72.89441205583778,237.68781008323293,103,0.027562215681027562,98,0.026224244046026225,94,0.025153866738025155,69,0.018464008563018466
transient_snapshot_winter_solstice_morning_v05.csv,winter_solstice,Winter solstice,morning,v05,2026-12-22T09:20:00+04:00,3737,0.783,0.0,0.13985599493663897,0.15091260081387545,5.200546299265839,0.3843685272573108,0.453258998001911,12.73336421967349,0.4908921165482897,0.5788748378057611,16.26227869690101,72.89441205583778,237.68781008323293,99,0.026491838373026492,97,0.025956649719025955,94,0.025153866738025155,66,0.017661225582017662
transient_snapshot_winter_solstice_morning_v10.csv,winter_solstice,Winter solstice,morning,v10,2026-12-22T09:20:00+04:00,3737,0.783,0.0,0.12559652758320936,0.13206798339885265,4.5733935405780395,0.3435816230338645,0.3960007683585221,11.12466265750976,0.4388015619845013,0.5057481077375762,14.207742857611441,72.89441205583778,237.68781008323293,98,0.026224244046026225,96,0.02568905539202569,92,0.02461867808402462,62,0.016590848274016592
transient_snapshot_winter_solstice_peak_v00.csv,winter_solstice,Winter solstice,peak,v00,2026-12-22T13:40:00+04:00,3737,0.783,0.0,0.5251365292024152,1.966166604289621,5.45333144503615,1.4574774394135233,5.642878511880006,14.596227668462348,1.8614015829036057,7.206741394482766,18.64141464682292,98.6959817251415,237.44611280925935,2499,0.6687182231736687,861,0.2303987155472304,530,0.1418249933101418,179,0.0478993845330479
transient_snapshot_winter_solstice_peak_v02.csv,winter_solstice,Winter solstice,peak,v02,2026-12-22T12:00:00+04:00,3737,0.783,0.0,0.3231450698767878,1.6997301455031382,5.839698056265909,0.8943908810116171,4.622722271019527,16.316593436921664,1.1422616615729466,5.903859860816765,20.838561222122177,97.12509541247337,237.44680984354295,729,0.19507626438319509,460,0.1230933904201231,326,0.08723575060208724,134,0.03585763981803586
transient_snapshot_winter_solstice_peak_v05.csv,winter_solstice,Winter solstice,peak,v05,2026-12-22T11:30:00+04:00,3737,0.783,0.0,0.2630866794863257,1.431847092381155,5.626164519552928,0.7215529250137137,3.8081061003774916,13.399146328562892,0.9215235313074249,4.863481609677511,17.11257513226423,94.38422019931372,237.5149460714203,487,0.1303184372491303,355,0.09499598608509499,274,0.07332084559807332,116,0.03104094193203104
transient_snapshot_winter_solstice_peak_v10.csv,winter_solstice,Winter solstice,peak,v10,2026-12-22T11:20:00+04:00,3737,0.783,0.0,0.21974915043309043,1.2771817672471675,4.656090087558341,0.5967222282752126,3.377351015718517,11.12401909489779,0.7620973541190454,4.3133474019393585,14.20692093856678,93.24917725743784,237.50841159086184,394,0.10543216483810543,299,0.08001070377308,236,0.06315226117206316,102,0.027294621354027295
