panel_id,x_m,y_m,z_m,projected_radius_m,azimuth_deg,normal_x,normal_y,normal_z,projected_area_m2,equivalent_cell_size_m
70,-2.268427046,2.899726210,-26.747819101,3.681599293,128.035719453,0.084015816530,-0.107397267020,0.990659966694,0.612686207723,0.782742746835
71,-0.288120107,-3.696780253,-26.744173245,3.707991024,265.543483503,0.010671115089,0.136917787131,0.990524935007,0.612686207723,0.782742746835
72,2.728739265,2.549157416,-26.740526893,3.734196233,43.051247553,-0.101064417223,-0.094413237636,0.990389884909,0.612686207723,0.782742746835
73,-3.760039853,-0.036686343,-26.736880043,3.760218822,180.559011603,0.139260735306,0.001358753433,0.990254816394,0.612686207723,0.782742746835
74,2.816543414,-2.530089497,-26.733232695,3.786062554,318.066775653,-0.104316422725,0.093707018404,0.990119729453,0.612686207723,0.782742746835
75,-0.370274014,3.793704113,-26.729584850,3.811731069,95.574539703,0.013713852379,-0.140507559728,0.989984624079,0.612686207723,0.782742746835
76,-2.304896872,-3.067860529,-26.725936507,3.837227882,233.082303753,0.085366550812,0.113624464045,0.989849500264,0.612686207723,0.782742746835
77,3.796766329,0.709864308,-26.722287666,3.862556394,10.590067803,-0.140620975152,-0.026291270681,0.989714358001,0.612686207723,0.782742746835
78,-3.300486375,2.054545123,-26.718638327,3.887719894,148.097831853,0.122240236103,-0.076094263801,0.989579197282,0.612686207723,0.782742746835
79,1.052576443,-3.768484162,-26.714988489,3.912721565,285.605595903,-0.038984312696,0.139573487486,0.989444018100,0.612686207723,0.782742746835
80,1.780672001,3.511925590,-26.711338152,3.937564492,63.113359953,-0.065950814841,-0.130071318155,0.989308820447,0.612686207723,0.782742746835
81,-3.708389219,-1.395452471,-26.707687317,3.962251658,200.621124003,0.137347748869,0.051683424858,0.989173604316,0.612686207723,0.782742746835
82,3.699833823,-1.485157218,-26.704035982,3.986785959,338.128888053,-0.137030882332,0.055005822883,0.989038369699,0.612686207723,0.782742746835
83,-1.735483176,3.616294305,-26.700384148,4.011170198,115.636652103,0.064277154684,-0.133936826112,0.988903116588,0.612686207723,0.782742746835
84,-1.170108162,-3.862040565,-26.696731814,4.035407096,253.144416153,0.043337339322,0.143038539433,0.988767844975,0.612686207723,0.782742746835
